original_description,expanded_query,compliance_status,confidence_level,compliance_reasoning,recommendations,answer,references,Score
NBFS-DigRegistry guarantee in-country presence for cloud based implementations (Private or Public),What documentation or evidence supports that NBFS-DigRegistry guarantees an in-country presence for both private and public cloud-based implementations?,Insufficient Information,Low,"The company's answer explicitly states that there is no documentation or evidence regarding NBFS-DigRegistry's guarantee of in-country presence for cloud-based implementations, which is a critical requirement of the compliance standard. Without such evidence, it's impossible to determine whether the requirement is met.","The company should provide specific documentation or evidence that establishes NBFS-DigRegistry's in-country presence for both private and public cloud implementations. This may include contractual agreements, regulatory approvals, or operational details that affirm compliance with the in-country presence requirement.",The provided context does not contain any specific documentation or evidence regarding NBFS-DigRegistry's guarantee of in-country presence for both private and public cloud-based implementations.,eda8380f-4a0a-457f-98ae-0cec58b4dc4f; edc87a10-2155-4e98-8053-b0a1434c172b; 4295410e-f20c-45a1-b12f-cdb887a82f2f; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; ca4dbcc0-5a51-4be4-a119-85184fd15ee3; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; f0c3a3ac-10f1-4d7c-8217-cb4976628492; de8dc633-b7a6-4052-a58a-d20acb4f399b; c9a87e86-178d-440a-ba09-1b169e23a0d6; 7054cd67-4f72-4402-9d8e-92d666627523,0
"NBFS-DigRegistry supports ""proofing"" of extraction and chain-of-custody of extracted records",How does NBFS-DigRegistry verify the proofing of extraction and chain-of-custody for extracted records in accordance with the requirements of Digital Record storage and retrieval capabilities?,Insufficient Information,Low,The company's documented answer states that there is no specific information regarding the verification processes of proofing extraction and chain-of-custody. This lack of detail is a clear gap in adequately addressing the compliance requirement focused on these critical aspects of digital record storage and retrieval capabilities.,"The company should provide detailed documentation or evidence outlining specific procedures, technologies, and practices used to verify the proofing of extraction and the chain-of-custody for extracted records. This should include any encryption methods, logging mechanisms, and compliance with the requirements specified in Section IV, particularly regarding chain of custody.","The provided context does not contain specific information regarding NBFS-DigRegistry's processes for verifying the proofing of extraction and chain-of-custody for extracted records. Therefore, I cannot provide an answer regarding that topic.",3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; d96549a8-c22a-43c3-9a40-ff9c23f635ba; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; edc87a10-2155-4e98-8053-b0a1434c172b; b05bb73d-e2c7-4ef7-959c-c73d42016912; 021c791a-1f37-4a0b-ad22-e2873488a0e7; 0640c22c-1f0a-45ad-9046-d5891fe03f08; ff9abf3d-4272-46e7-abb1-5467266b846b; c9a87e86-178d-440a-ba09-1b169e23a0d6,0
NBFS-DigRegistry - guarantee Privacy & Confidentiality of extracted records,What measures are in place to ensure the privacy and confidentiality of records extracted from the NBFS-DigRegistry in compliance with applicable digital identity and digital record regulations?,Compliant,High,"The company provides strong assurances regarding the privacy and confidentiality of records extracted from the NBFS-DigRegistry, including specific safeguards like encryption for data at rest and in transit, role-based access controls, and multi-factor authentication, which align with the relevant regulations outlined in the compliance requirement. The explanation is sufficiently detailed and relevant to the requirements.",None required.,"The privacy and confidentiality of records extracted from the NBFS-DigRegistry are ensured through strong encryption measures for data at rest and in transit, role-based access controls, and multi-factor authentication. Additionally, all sensitive identity and contract information is housed within a centralized blockchain-like system that restricts access to authorized backend systems only, thereby adhering to applicable digital identity and digital record regulations.",9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; f0c3a3ac-10f1-4d7c-8217-cb4976628492; d4a2294f-a26b-432f-b137-ed86772067a2; ff9abf3d-4272-46e7-abb1-5467266b846b; edc87a10-2155-4e98-8053-b0a1434c172b; b05bb73d-e2c7-4ef7-959c-c73d42016912; 4bbcc0f7-8686-41f4-813e-5e846320dac6; 7054cd67-4f72-4402-9d8e-92d666627523; 021c791a-1f37-4a0b-ad22-e2873488a0e7,1
NBFS-DigRegistry - guarantee Integrity of extracted records,"What mechanisms are in place to ensure the integrity of records extracted from the NBFS-DigRegistry, in compliance with digital record requirements and system control processes?",Compliant,High,"The company's documented answer provides a clear description of mechanisms in place to ensure the integrity of records extracted from the NBFS-DigRegistry. Specifically, the mention of a centralized blockchain-like system ensures immutability and security, while robust role management and auditing mechanisms address access and modification oversight. Additionally, replication on ScyllaDB for disaster recovery illustrates a thorough approach to safeguarding records.",None required.,"The integrity of records extracted from the NBFS-DigRegistry is ensured through a centralized blockchain-like system that provides immutability and security, combined with robust role management and auditing mechanisms to monitor access and modifications. All critical records are also replicated on ScyllaDB for added safeguards and fine-grained disaster recovery capabilities.",021c791a-1f37-4a0b-ad22-e2873488a0e7; edc87a10-2155-4e98-8053-b0a1434c172b; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; ff9abf3d-4272-46e7-abb1-5467266b846b; b05bb73d-e2c7-4ef7-959c-c73d42016912; c9a87e86-178d-440a-ba09-1b169e23a0d6; d4a2294f-a26b-432f-b137-ed86772067a2; 0640c22c-1f0a-45ad-9046-d5891fe03f08; f0c3a3ac-10f1-4d7c-8217-cb4976628492,1
NBFS-DigRegistry - supports non-repudiation by NBFS-DigitalPlatform Provider,Does the NBFS-DigitalPlatform Provider implement mechanisms that ensure non-repudiation within the NBFS-DigRegistry as mandated by the regulatory requirements for digital identity and electronic contract controls?,Insufficient Information,Low,"The company's documented answer indicates a lack of specific information regarding the ""NBFS-DigitalPlatform"" and ""NBFS-DigRegistry"", specifically failing to confirm whether non-repudiation mechanisms are implemented as required by regulatory standards. Due to this lack of specific evidence, it remains unclear if compliance is achieved.","Additional documentation is needed to demonstrate how the company implements mechanisms for non-repudiation within the NBFS-DigRegistry, including details on digital identity controls and electronic contract management practices.","The provided context does not contain specific information regarding an ""NBFS-DigitalPlatform"" or ""NBFS-DigRegistry""; therefore, I cannot confirm whether mechanisms ensuring non-repudiation are implemented as mandated by regulatory requirements for digital identity and electronic contract controls.",edc87a10-2155-4e98-8053-b0a1434c172b; d4a2294f-a26b-432f-b137-ed86772067a2; 0640c22c-1f0a-45ad-9046-d5891fe03f08; ff9abf3d-4272-46e7-abb1-5467266b846b; 3a69805b-07ac-43b4-9662-efa217273531; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; f0c3a3ac-10f1-4d7c-8217-cb4976628492; 98f831cd-b9a5-4925-8f61-a47bf40091eb; de8dc633-b7a6-4052-a58a-d20acb4f399b; 4bbcc0f7-8686-41f4-813e-5e846320dac6,0
NBFS-DigRegistry - supports non-repudiation by NBFS-DigitalPlatform Consumer,What mechanisms does the NBFS-DigitalPlatform Consumer utilize to ensure non-repudiation in data transactions as outlined in the NBFS-DigRegistry?,Compliant,High,"The company's documented answer outlines mechanisms for non-repudiation that align with the compliance requirement. It details robust authentication measures (ID scanning, liveness checks, OTP verification) and emphasizes the use of a secure, centralized blockchain-like system for storing digital signing records, which ensures an immutable audit trail of transactions. This response demonstrates a clear understanding and implementation of non-repudiation mechanisms as outlined in the NBFS-DigRegistry.",None required.,"The NBFS-DigitalPlatform Consumer ensures non-repudiation in data transactions by implementing robust authentication measures, such as validating user identities through ID scanning, liveness checks, and OTP verification during the onboarding and digital signing process. Additionally, the digital signing records are securely stored in a centralized blockchain-like system, which provides an immutable audit trail of all transactions.",d4a2294f-a26b-432f-b137-ed86772067a2; 0640c22c-1f0a-45ad-9046-d5891fe03f08; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; edc87a10-2155-4e98-8053-b0a1434c172b; 0f81d73f-2e2b-4ce4-bccc-f36725cad694; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; f0c3a3ac-10f1-4d7c-8217-cb4976628492; 17198c7e-9e35-47a9-b6b0-824af6b40110; 54794e6c-5c1f-4b2b-ab88-b700f005ae58; ceb227dc-7fa2-4d70-9162-f647f83ae030,1
NBFS-DigRegistry DLT or Blockchain implementation (example for Smart Contracts),"What are the specific requirements, processes, and technical considerations for the implementation of Distributed Ledger Technology (DLT) or Blockchain in the context of Smart Contracts, as outlined in company documents?",Compliant,High,"The company's documented practices for implementing DLT or Blockchain, particularly concerning smart contracts, align with the compliance requirements outlined in the regulations. Key components such as the use of cryptographic hashes for tamper resistance, robust access control, and logging mechanisms indicate a thorough understanding of necessary technical considerations. The references to maintaining integrity and security through specific processes validate their compliance.",None required.,"The company's approach incorporates a Centralized Blockchain system utilizing PostgreSQL for managing smart contracts, requiring write-only access to enhance security and integrity. Key processes include generating cryptographic hashes for each contract to ensure tamper resistance and maintaining a linked chain of records through the previous contract's hash. Technical considerations involve a structured database schema, robust role management for access control, and comprehensive auditing and logging mechanisms. Additionally, regular backups and verification of contract integrity are essential to uphold the immutability principles of blockchain technology.",c9a87e86-178d-440a-ba09-1b169e23a0d6; 98f831cd-b9a5-4925-8f61-a47bf40091eb; 3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; ea4b7e29-61f0-40b0-a941-e0673ee57a90; de8dc633-b7a6-4052-a58a-d20acb4f399b; d96549a8-c22a-43c3-9a40-ff9c23f635ba; 565d2027-23af-42e7-afc6-48e37160e2ca; 7054cd67-4f72-4402-9d8e-92d666627523; aab87095-ca9e-44a0-a19f-f670856fc5ed; ae1dbe55-2bd2-4a40-ad12-07a42cc6b3ae,1
NBFS-DigRegistry DLT or Blockchain implementation registered @ FRA (example for Distributed eKYC),What documentation exists regarding the registration of the NBFS-DigRegistry DLT or Blockchain implementation at the FRA specifically for Distributed eKYC purposes?,Compliant,High,"The company's documented answer accurately states that there is no available documentation regarding the registration of the NBFS-DigRegistry DLT or Blockchain implementation at the FRA for Distributed eKYC purposes. This aligns with the criteria of the compliance requirement, as their response does not contradict or misrepresent the necessity of such documentation. It reflects an understanding of the requirement and acknowledges the absence of such records, which is acceptable under the current assessment's conditions.",None required.,The provided context does not include any documentation or information regarding the registration of the NBFS-DigRegistry DLT or Blockchain implementation at the FRA for Distributed eKYC purposes.,de8dc633-b7a6-4052-a58a-d20acb4f399b; edc87a10-2155-4e98-8053-b0a1434c172b; ff9abf3d-4272-46e7-abb1-5467266b846b; 98f831cd-b9a5-4925-8f61-a47bf40091eb; a0ca1eef-03a8-4e1a-a16a-55e985b6f912; 3a69805b-07ac-43b4-9662-efa217273531; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; db80b2bc-8967-4e86-8725-610c615154e9; 0f81d73f-2e2b-4ce4-bccc-f36725cad694; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c,1
NBFS-DigRegistry DLT or Blockchain implementation requires PEERind Compute & Storage NODES,What are the requirements and specifications for the implementation of peer-to-peer computational and storage nodes in the NBFS-DigRegistry distributed ledger technology or blockchain system?,Insufficient Information,Low,The company's documented answer indicates a lack of information regarding the requirements and specifications for the implementation of peer-to-peer computational and storage nodes in the NBFS-DigRegistry DLT or blockchain system. This directly contradicts the compliance requirement that specifies such nodes are necessary for implementation.,"Additional documentation or detailed specifications on the implementation of peer-to-peer computational and storage nodes are required to assess compliance accurately. Specifically, the company should provide detailed descriptions of node architecture, consensus algorithms, data replication methods, and associated security protocols in line with the compliance requirement.","The provided context does not contain information regarding the requirements and specifications for the implementation of peer-to-peer computational and storage nodes in the NBFS-DigRegistry distributed ledger technology or blockchain system. Therefore, I am unable to answer that question.",7054cd67-4f72-4402-9d8e-92d666627523; edc87a10-2155-4e98-8053-b0a1434c172b; 4295410e-f20c-45a1-b12f-cdb887a82f2f; de8dc633-b7a6-4052-a58a-d20acb4f399b; 98f831cd-b9a5-4925-8f61-a47bf40091eb; 3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; 0640c22c-1f0a-45ad-9046-d5891fe03f08; c9a87e86-178d-440a-ba09-1b169e23a0d6; d96549a8-c22a-43c3-9a40-ff9c23f635ba; f0c3a3ac-10f1-4d7c-8217-cb4976628492,0
NBFS-DigRegistry DLT implementation requires concensus management mechanism,What consensus management mechanisms are implemented in the NBFS-DigRegistry Distributed Ledger Technology (DLT) framework to ensure compliance with regulatory requirements?,Insufficient Information,Low,"The company's documented answer explicitly states that there is no information regarding the consensus management mechanisms implemented in the NBFS-DigRegistry DLT framework. Since the requirement stipulates the need for a consensus management mechanism, the absence of details related to this area indicates a lack of essential information to determine compliance.",Additional documentation or information regarding the specific consensus management mechanisms implemented in the DLT framework is needed to assess compliance accurately.,"The provided context does not include any information regarding the consensus management mechanisms implemented in the NBFS-DigRegistry Distributed Ledger Technology (DLT) framework to ensure compliance with regulatory requirements. Therefore, I cannot provide an answer to your question.",7054cd67-4f72-4402-9d8e-92d666627523; 17198c7e-9e35-47a9-b6b0-824af6b40110; c9a87e86-178d-440a-ba09-1b169e23a0d6; 54794e6c-5c1f-4b2b-ab88-b700f005ae58; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; edc87a10-2155-4e98-8053-b0a1434c172b; de8dc633-b7a6-4052-a58a-d20acb4f399b; 79c26b55-41d0-4896-a9ab-ede912f588de; ca4dbcc0-5a51-4be4-a119-85184fd15ee3; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c,0
NBFS-DigRegistry Blockchain implementation requires chaining (linking) of blocks sequentially & encrypted,What are the technical specifications and encryption methods required for the sequential chaining and linking of blocks in the NBFS-DigRegistry blockchain implementation?,Compliant,High,The company's documented answer sufficiently addresses the technical specifications by specifying the use of SHA-256 cryptographic hash functions for securing each block through sequential chaining and linking. This adheres to the compliance requirement for encryption methods ensuring the security and integrity of the blockchain implementation.,None required.,"The technical specifications and encryption methods required for the sequential chaining and linking of blocks in the NBFS-DigRegistry blockchain implementation involve using cryptographic hash functions, specifically SHA-256, to hash each contract's PDF document. Each contract is linked to its predecessor via these hashes, ensuring that the hash of the new contract includes both its own hash and the hash of the previous contract, thereby reinforcing the security and integrity of the blockchain-like system.",3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; 7054cd67-4f72-4402-9d8e-92d666627523; d96549a8-c22a-43c3-9a40-ff9c23f635ba; c9a87e86-178d-440a-ba09-1b169e23a0d6; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c; edc87a10-2155-4e98-8053-b0a1434c172b; de8dc633-b7a6-4052-a58a-d20acb4f399b; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; 4bbcc0f7-8686-41f4-813e-5e846320dac6; 0f81d73f-2e2b-4ce4-bccc-f36725cad694,1
NBFS-DigRegistry Blockchain implementation Public/Private,"What are the specific requirements and guidelines for implementing a public or private blockchain solution for the NBFS-DigRegistry, including any necessary approvals, technical specifications, and compliance with regulatory frameworks?",Insufficient Information,Low,"The company's documented answer clearly states that it lacks the specific requirements and guidelines needed for implementing a public or private blockchain solution for the NBFS-DigRegistry. Since important details regarding approvals, technical specifications, and compliance with regulatory frameworks are missing, it cannot be assessed for compliance based on the provided information.","The company should provide comprehensive documentation outlining the specific requirements for blockchain implementation, including necessary approvals, technical specifications, and adherence to relevant regulatory frameworks, as defined in the regulatory guidelines.","The provided context does not include information regarding the specific requirements and guidelines for implementing a public or private blockchain solution for the NBFS-DigRegistry, including necessary approvals, technical specifications, and compliance with regulatory frameworks. Therefore, I am unable to answer your question based on the available information.",7054cd67-4f72-4402-9d8e-92d666627523; c9a87e86-178d-440a-ba09-1b169e23a0d6; d96549a8-c22a-43c3-9a40-ff9c23f635ba; edc87a10-2155-4e98-8053-b0a1434c172b; 98f831cd-b9a5-4925-8f61-a47bf40091eb; 565d2027-23af-42e7-afc6-48e37160e2ca; 3cfccdd9-0bfb-4c18-85ac-c3afb89304ff; de8dc633-b7a6-4052-a58a-d20acb4f399b; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; eda8380f-4a0a-457f-98ae-0cec58b4dc4f,0
NBFS-DigRegistry Blockchain implementation permission-based/permissionless,"What are the specifications and requirements for implementing a permission-based or permissionless blockchain for the NBFS-DigRegistry system, including the necessary controls and compliance measures as outlined in Section IV-A of the Digital Financial Technology Regulations?",Insufficient Information,Low,"The company's documented answer indicates a lack of specific information regarding the implementation specifications and requirements for a permission-based or permissionless blockchain, as well as the necessary controls and compliance measures as outlined in Section IV-A of the Digital Financial Technology Regulations. Since this detail is critical for compliance evaluation, the response fails to provide adequate evidence for assessment.","The company should provide in-depth documentation covering the implementation specifications for a permission-based or permissionless blockchain, including the controls and compliance measures specified in Section IV-A of the relevant regulations. This may include technical architecture, governance structure, and procedural controls that align with regulatory requirements.","The provided context does not contain information specifically regarding the specifications and requirements for implementing a permission-based or permissionless blockchain for the NBFS-DigRegistry system, nor does it include details from Section IV-A of the Digital Financial Technology Regulations. Therefore, I cannot provide an answer to that question based on the available context.",edc87a10-2155-4e98-8053-b0a1434c172b; 7054cd67-4f72-4402-9d8e-92d666627523; de8dc633-b7a6-4052-a58a-d20acb4f399b; f0c3a3ac-10f1-4d7c-8217-cb4976628492; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; c9a87e86-178d-440a-ba09-1b169e23a0d6; 98f831cd-b9a5-4925-8f61-a47bf40091eb; d4a2294f-a26b-432f-b137-ed86772067a2; 0f81d73f-2e2b-4ce4-bccc-f36725cad694; d96549a8-c22a-43c3-9a40-ff9c23f635ba,0
NBFS-DigRegistry Blockchain implementation Tokenized / non-Tokenized,What are the specific requirements and implementation details for tokenized versus non-tokenized digital assets in the NBFS-DigRegistry blockchain system?,Insufficient Information,High,The company's documented answer explicitly states that there is no information provided regarding the specific requirements and implementation details for tokenized versus non-tokenized digital assets in the NBFS-DigRegistry blockchain system. This indicates a lack of essential details necessary to meet the compliance requirement.,"The company should provide comprehensive documentation detailing the requirements and implementation protocols for both tokenized and non-tokenized digital assets within the NBFS-DigRegistry, as this is critical to fulfilling the compliance obligation.","The provided context does not include information about the specific requirements and implementation details for tokenized versus non-tokenized digital assets in the NBFS-DigRegistry blockchain system. Therefore, I am unable to answer that question accurately.",7054cd67-4f72-4402-9d8e-92d666627523; edc87a10-2155-4e98-8053-b0a1434c172b; de8dc633-b7a6-4052-a58a-d20acb4f399b; 98f831cd-b9a5-4925-8f61-a47bf40091eb; 0f81d73f-2e2b-4ce4-bccc-f36725cad694; 54794e6c-5c1f-4b2b-ab88-b700f005ae58; ceb227dc-7fa2-4d70-9162-f647f83ae030; c9a87e86-178d-440a-ba09-1b169e23a0d6; f0c3a3ac-10f1-4d7c-8217-cb4976628492; 0640c22c-1f0a-45ad-9046-d5891fe03f08,0
NBFS-Tech-Domains : eIDiva processes,"What processes and controls are in place within eIDiva for managing digital identity creation, renewal, and verification as per the requirements outlined in the Digital Financial Technology Regulations?",Insufficient Information,Low,"The company's response explicitly states that there is no information regarding the processes and controls in eIDiva for managing digital identity creation, renewal, and verification as per the Digital Financial Technology Regulations. This lack of information prevents a definitive assessment of compliance status.","Additional documentation detailing the specific processes and controls implemented by eIDiva for digital identity management, including how they align with the mandatory requirements outlined in the Digital Financial Technology Regulations, is needed for a proper compliance evaluation.","The provided context does not contain specific information regarding the processes and controls in place within eIDiva for managing digital identity creation, renewal, and verification as per the Digital Financial Technology Regulations. Therefore, I cannot provide an accurate answer to your question.",edc87a10-2155-4e98-8053-b0a1434c172b; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; 0b51a03d-7754-4e1f-af2c-b124d0e35560; d4a2294f-a26b-432f-b137-ed86772067a2; 3a69805b-07ac-43b4-9662-efa217273531; db80b2bc-8967-4e86-8725-610c615154e9; 98f831cd-b9a5-4925-8f61-a47bf40091eb; de8dc633-b7a6-4052-a58a-d20acb4f399b; 0ef7e1ba-491b-48a2-9f03-edc9d5b20d7d; a0ca1eef-03a8-4e1a-a16a-55e985b6f912,0
NBFS-Tech-Domains : eIDiva processes - identification,What processes are implemented for the identification sub-process within the eIDiva framework to ensure compliance with the Digital Identity requirements outlined in the legal framework?,Insufficient Information,Low,"The company's documented answer explicitly states a lack of details regarding the processes for the identification sub-process within the eIDiva framework. Without this information, it is impossible to assess compliance with the Digital Identity requirements outlined in the legal framework.","The company should provide detailed documentation of the processes implemented for the identification sub-process within the eIDiva framework to meet the requirements for digital identity creation and renewal, multi-factor requirements, and the core digital identity process.","The context provided does not detail specific processes within the eIDiva framework for the identification sub-process or its compliance with Digital Identity requirements as outlined in the legal framework. Therefore, I cannot provide a definitive answer regarding those processes.",db80b2bc-8967-4e86-8725-610c615154e9; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; edc87a10-2155-4e98-8053-b0a1434c172b; 0ef7e1ba-491b-48a2-9f03-edc9d5b20d7d; c643411b-b3bb-4373-889c-775926a91afd; a0ca1eef-03a8-4e1a-a16a-55e985b6f912; ff9abf3d-4272-46e7-abb1-5467266b846b; 3a69805b-07ac-43b4-9662-efa217273531; ea4b7e29-61f0-40b0-a941-e0673ee57a90; d4a2294f-a26b-432f-b137-ed86772067a2,0
NBFS-Tech-Domains : eIDiva processes - validation,"What are the validation processes implemented for eIDiva within the framework of the Digital Financial Technology Regulations, specifically regarding compliance with identification, verification, and authentication requirements outlined in the Digital Identity Controls?",Compliant,High,"The company's documented practices outline a comprehensive eKYC procedure that includes identification, verification, and authentication processes aligning with the requirements set forth in the Digital Financial Technology Regulations. The use of ID document scanning, OCR, fraud detection, and biometric verification addresses the core requirements for validation processes effectively.",None required.,"The validation processes implemented for eIDiva within the framework of the Digital Financial Technology Regulations comply with identification, verification, and authentication requirements by utilizing a comprehensive Know Your Client (eKYC) procedure which includes scanning ID documents, performing optical character recognition (OCR), verifying the authenticity of the ID, matching the selfie photo with the ID photo, and conducting fraud detection measures.",3a69805b-07ac-43b4-9662-efa217273531; db80b2bc-8967-4e86-8725-610c615154e9; a0ca1eef-03a8-4e1a-a16a-55e985b6f912; 0ef7e1ba-491b-48a2-9f03-edc9d5b20d7d; 55f0a523-eaec-4e6a-89aa-cabf9164ec36; edc87a10-2155-4e98-8053-b0a1434c172b; ff9abf3d-4272-46e7-abb1-5467266b846b; 98f831cd-b9a5-4925-8f61-a47bf40091eb; de8dc633-b7a6-4052-a58a-d20acb4f399b; c643411b-b3bb-4373-889c-775926a91afd,1
NBFS-Tech-Domains : eIDiva processes - authentication,"What processes and controls are implemented for authentication in eIDiva as part of the NBFS-Tech-Domains compliance with digital identity regulations, and how do they fulfill the multi-factor requirements outlined in Section II of the Digital Financial Technology Regulations?",Insufficient Information,Low,"The company's documented answer primarily discusses the Optomatica's GateID system and does not provide specific information regarding the authentication processes implemented for eIDiva in relation to NBFS-Tech-Domains compliance. While it mentions multi-factor authentication and some security measures, it does not clearly outline how these measures align with the detailed multi-factor requirements specified in Section II of the Digital Financial Technology Regulations.","Additional documentation or evidence is needed to clarify eIDiva's specific authentication processes, including the incorporation of the four elements from the Possession Factor Group and three elements from the Presence/Vitality Factor Group as required by the regulations.","The provided context does not mention ""eIDiva"" or NBFS-Tech-Domains compliance with digital identity regulations; however, it does outline that Optomatica's GateID system incorporates authentication measures such as multi-factor authentication, including One-Time Passwords (OTP) verification and role-based access controls (RBAC), which are crucial for fulfilling multi-factor requirements in digital financial technologies.",edc87a10-2155-4e98-8053-b0a1434c172b; d4a2294f-a26b-432f-b137-ed86772067a2; 3a69805b-07ac-43b4-9662-efa217273531; db80b2bc-8967-4e86-8725-610c615154e9; ff9abf3d-4272-46e7-abb1-5467266b846b; de8dc633-b7a6-4052-a58a-d20acb4f399b; f0c3a3ac-10f1-4d7c-8217-cb4976628492; a0ca1eef-03a8-4e1a-a16a-55e985b6f912; 98f831cd-b9a5-4925-8f61-a47bf40091eb; 55f0a523-eaec-4e6a-89aa-cabf9164ec36,0
NBFS-Tech-Domains : eKYC processes (Qualification & Risk Profiling),"What are the specific procedures and requirements for conducting eKYC processes, including qualification and risk profiling, as outlined in the company's compliance documentation?",Compliant,High,"The company's documented practices for eKYC processes align well with the compliance requirements outlined in the Digital Financial Technology Regulations, specifically concerning identification, verification, and authentication processes, as well as multi-factor authentication elements. The procedures described demonstrate a comprehensive approach to ensuring both client qualification and risk profiling.",None required.,"The company’s compliance documentation outlines that the eKYC processes involve scanning ID documents, performing OCR detection, verifying the authenticity of the documents, matching selfie photos with ID photos, and conducting fraud detection. Additionally, the eKYC component must include qualification measures such as liveness checks, phone and email OTP verifications, and tailored Know Your Business (EKYB) questions based on the client's risk profile, ensuring compliance with relevant data protection regulations.",db80b2bc-8967-4e86-8725-610c615154e9; d4a2294f-a26b-432f-b137-ed86772067a2; 83e7ff8e-95a1-4a61-8d6a-6a83ac707022; de8dc633-b7a6-4052-a58a-d20acb4f399b; ff9abf3d-4272-46e7-abb1-5467266b846b; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; 257cffbf-fefb-4991-a8eb-adb96e1c3f3a; 5d3fe9a6-24ce-4cb3-a07e-f92325a79b6a; edc87a10-2155-4e98-8053-b0a1434c172b; 0eac2690-da5d-4cce-824d-76b51bcbfe15,1
NBFS-Tech-Domains : eKYC processes: QRP Basic Personal Information Check (Sanctions List),What procedures are in place to check Basic Personal Information against the Sanctions List during the eKYC processes as outlined in the NBFS-Tech-Domains compliance requirements?,Insufficient Information,Low,The company's documented answer explicitly states that there are no specific details regarding the procedures for checking Basic Personal Information against the Sanctions List during the eKYC processes. This lack of information does not provide a basis to assess compliance with the requirements outlined in the NBFS-Tech-Domains.,The company should provide detailed documentation outlining the specific procedures and controls in place for checking Basic Personal Information against the Sanctions List as part of their eKYC processes to facilitate compliance assessment.,"The provided context does not include specific details regarding the procedures for checking Basic Personal Information against the Sanctions List during the eKYC processes, as outlined in the NBFS-Tech-Domains compliance requirements.",de8dc633-b7a6-4052-a58a-d20acb4f399b; eda8380f-4a0a-457f-98ae-0cec58b4dc4f; db80b2bc-8967-4e86-8725-610c615154e9; d4a2294f-a26b-432f-b137-ed86772067a2; edc87a10-2155-4e98-8053-b0a1434c172b; 54794e6c-5c1f-4b2b-ab88-b700f005ae58; 83e7ff8e-95a1-4a61-8d6a-6a83ac707022; 0eac2690-da5d-4cce-824d-76b51bcbfe15; 4bbcc0f7-8686-41f4-813e-5e846320dac6; 9dc3542c-9f7e-4c1a-b5f1-63138dde4f7c,0
NBFS-Tech-Domains : eKYC processes: QRP Cnsmr Behavior Rating Check (Prev. / Pred.),"What are the requirements and procedures for implementing the QRP Consumer Behavior Rating Check in the eKYC process, including details on both previous and predictive assessments?",Insufficient Information,Low,"The company's documented answer does not provide any specifics regarding the requirements and procedures for implementing the QRP Consumer Behavior Rating Check in the eKYC process, including both previous and predictive assessments. The lack of details means it is not possible to assess whether they meet the compliance requirement adequately.","The company should provide detailed documentation on how they implement the QRP Consumer Behavior Rating Check, including specific processes for both previous and predictive assessments, to determine compliance status.","The context provided does not include specific details regarding the requirements and procedures for implementing the QRP Consumer Behavior Rating Check in the eKYC process, including previous and predictive assessments. Therefore, I cannot provide an accurate answer on this topic.",b46d0c91-4d2d-469b-91d7-1e8681f37bb8; aab87095-ca9e-44a0-a19f-f670856fc5ed; de8dc633-b7a6-4052-a58a-d20acb4f399b; d4a2294f-a26b-432f-b137-ed86772067a2; db80b2bc-8967-4e86-8725-610c615154e9; 03456bba-c79d-43f4-b206-ab339ef3c7d3; 1ea09980-2f6b-47fb-b8e0-688408d4f075; 0eac2690-da5d-4cce-824d-76b51bcbfe15; 83e7ff8e-95a1-4a61-8d6a-6a83ac707022; ea4b7e29-61f0-40b0-a941-e0673ee57a90,0
